# This file was changed on 7 Dec 2005
# The 2nd and 5th column have been interchanged
# in accordance to the original fluxes provided by
# T. Nakaya. 
# 2016 flux (/cm^2/1e21pot/100MeV)
#last update: 15/05/2018 by Ngoc Tran
#E(GeV)	nue		numu		mutau	anti-nue	anti-numu	anti-nutau

0.05	198.11		73228.7		0	1068.74		64789.4		0
0.15	690.33		73712.5		0	4830.02		279558		0
0.25	1084.02		60674.1		0	7779.27		591726		0
0.35	1324.31		62961.1		0	9364.45		981900		0
0.45	1413.38		66696.9		0	9749.21		1.42048e+06	0
0.55	1424.69		68127.2		0	9420.07		1.98408e+06	0
0.65	1375.85		66915.8		0	8437.39		1.94773e+06	0
0.75	1304.82		58578.6		0	7239.1		1.22945e+06	0
0.85	1236.99		50924.3		0	6109.87		528492		0
0.95	1168.44		47180		0	4991.62		244280		0
1.05	1098.42		41271		0	3917.75		149673		0
1.15	1041.31		36568.6		0	3120.55		105085		0
1.25	1005.6		31998.6		0	2485.64		78330.1		0
1.35	941.945		27997.3		0	2014.96		61222.8		0
1.45	902.713		23893.8		0	1722.31		50035		0
1.55	859.898		21952.1		0	1495.93		41312		0
1.65	812.739		19296.2		0	1340.67		34229.9		0
1.75	779.592		17624.1		0	1215.85		29073.7		0
1.85	736.26		17035.9		0	1105.24		25056		0
1.95	698.868		14737		0	1053.83		21783.4		0
2.05	667.892		13334.4		0	980.191		19389.3		0
2.15	625.383		12447.5		0	927.523		17116.9		0
2.25	600.356		12193.2		0	859.978		15436.6		0
2.35	568.679		10267.6		0	806.883		13673.3		0
2.45	540.578		10220.2		0	752.323		12528.6		0
2.55	518.48		8963.49		0	708.788		11690.7		0
2.65	484.8		8522.74		0	660.914		11312.2		0
2.75	476.626		7745.45		0	610.072		10086		0
2.85	439.059		6841.87		0	566.003		9553.65		0
2.95	410.514		6984.17		0	522.762		9178.26		0
3.05	386.852		6321.62		0	499.602		8539.25		0
3.15	367.881		5279.56		0	443.794		8321.43		0
3.25	340.449		5296.52		0	415.299		7805.2		0
3.35	320.924		4987.31		0	373.808		7275.19		0
3.45	307.861		4752.87		0	348.199		7040.44		0
3.55	289.122		4314.55		0	313.26		6696.76		0
3.65	265.238		4035.86		0	293.441		6625.32		0
3.75	250.454		3927.02		0	259.288		6171.26		0
3.85	232.957		3788.32		0	237.515		6047.09		0
3.95	224.43		3233.91		0	231.778		5653.25		0
4.05	211.608		3414.02		0	209.219		5311.13		0
4.15	199.129		3176.51		0	186.37		5072.67		0
4.25	193.565		3080.57		0	170.29		5112.54		0
4.35	179.285		2821.52		0	160.478		4504.96		0
4.45	167.324		2830.64		0	145.622		4322.95		0
4.55	150.9		2707.88		0	124.235		4012.64		0
4.65	143.447		2489.4		0	124.908		3579.4		0
4.75	141.884		2553.83		0	107.913		3334.14		0
4.85	132.085		2356.12		0	96.7698		3034.48		0
4.95	124.224		2223.89		0	105.275		2658.33		0
5.05	116.397		2121.8		0	88.0742		2497.43		0
5.15	105.781		2129.69		0	80.946		2298.83		0
5.25	102.088		1891.01		0	74.4785		2083.05		0
5.35	96.2234		1723.86		0	69.0282		1917.51		0
5.45	84.9641		1804.68		0	61.6439		1682.97		0
5.55	82.2836		1685.08		0	56.629		1542.9		0
5.65	77.4794		1753.35		0	53.2748		1482.71		0
5.75	71.076		1738.78		0	45.2748		1349.55		0
5.85	65.8813		1724.75		0	40.2357		1162.79		0
5.95	63.0451		1481.63		0	39.5463		1184.62		0
6.05	59.7428		1351.95		0	36.226		1095.35		0
6.15	56.8579		1236.08		0	38.8496		1012.88		0
6.25	55.0098		1221.48		0	35.4041		937.423		0
6.35	50.6444		1180.88		0	32.1023		819.956		0
6.45	48.331		1095.08		0	27.8525		810.178		0
6.55	45.9638		1191.39		0	28.9715		696.6		0
6.65	42.2713		1046.16		0	25.3543		628.842		0
6.75	39.207		1038.11		0	23.6402		648.073		0
6.85	37.9863		938.52		0	19.0128		660.488		0
6.95	34.4427		920.266		0	17.7777		580.343		0
7.05	32.8063		1070.28		0	17.3047		491.21		0
7.15	31.3366		947.512		0	15.9191		505.884		0
7.25	28.8383		912.398		0	15.8305		439.911		0
7.35	23.4047		879.644		0	11.8432		394.305		0
7.45	28.2974		826.807		0	14.5649		374.536		0
7.55	21.3557		692.568		0	11.9035		347.208		0
7.65	21.2961		686.401		0	9.83607		332.298		0
7.75	19.7266		670.523		0	10.0024		313.026		0
7.85	18.7451		631.979		0	8.43521		265.324		0
7.95	18.6458		649.451		0	11.0521		285.258		0
8.05	14.1144		650.82		0	6.80732		239.223		0
8.15	15.2105		688.372		0	8.47698		215.629		0
8.25	13.609		572.431		0	7.83648		205.819		0
8.35	12.5815		553.578		0	5.8789		189.625		0
8.45	14.2284		477.283		0	5.96869		182.58		0
8.55	12.9161		532.616		0	6.37018		193.306		0
8.65	10.8796		479.761		0	4.59386		152.919		0
8.75	13.2819		501.725		0	4.57984		154.191		0
8.85	9.28533		458.456		0	4.17907		126.613		0
8.95	9.22154		418.734		0	3.32741		125.213		0
9.05	10.4477		399.868		0	4.18352		114.617		0
9.15	9.7724		415.429		0	5.46546		116.508		0
9.25	9.52679		374.87		0	4.38408		100.706		0
9.35	8.57117		321.57		0	3.90802		85.2357		0
9.45	8.24952		360.626		0	2.51379		82.2312		0
9.55	7.45171		331.02		0	3.71609		69.249		0
9.65	5.62803		295.45		0	1.87671		77.8236		0
9.75	6.43466		305.356		0	2.05681		56.7458		0
9.85	5.7303		288.459		0	2.48777		64.2703		0
9.95	4.27307		266.068		0	2.12291		56.1798		0
10.05   0.   		0.   		0.   	0.   		0.   		0.
10.15   0.   		0.   		0.   	0.   		0.   		0.
10.25   0.   		0.   		0.   	0.   		0.   		0.
10.35   0.   		0.   		0.   	0.   		0.   		0.
10.45   0.   		0.   		0.   	0.   		0.   		0.
10.55   0.   		0.   		0.   	0.   		0.   		0.
10.65   0.   		0.   		0.   	0.   		0.   		0.
10.75   0.   		0.   		0.   	0.   		0.   		0.
10.85   0.   		0.   		0.   	0.   		0.   		0.
10.95   0.   		0.   		0.   	0.   		0.   		0.
11.05   0.   		0.   		0.   	0.   		0.   		0.
11.15   0.   		0.   		0.   	0.   		0.   		0.
11.25   0.   		0.   		0.   	0.   		0.   		0.
11.35   0.   		0.   		0.   	0.   		0.   		0.
11.45   0.   		0.   		0.   	0.   		0.   		0.
11.55   0.   		0.   		0.   	0.   		0.   		0.
11.65   0.   		0.   		0.   	0.   		0.   		0.
11.75   0.   		0.   		0.   	0.   		0.   		0.
11.85   0.   		0.   		0.   	0.   		0.   		0.
11.95   0.   		0.   		0.   	0.   		0.   		0.
12.05   0.   		0.   		0.   	0.   		0.   		0.
12.15   0.   		0.   		0.   	0.   		0.   		0.
12.25   0.   		0.   		0.   	0.   		0.   		0.
12.35   0.   		0.   		0.   	0.   		0.   		0.
12.45   0.   		0.   		0.   	0.   		0.   		0.
12.55   0.   		0.   		0.   	0.   		0.   		0.
12.65   0.   		0.   		0.   	0.   		0.   		0.
12.75   0.   		0.   		0.   	0.   		0.   		0.
12.85   0.   		0.   		0.   	0.   		0.   		0.
12.95   0.   		0.   		0.   	0.   		0.   		0.
13.05   0.   		0.   		0.   	0.   		0.   		0.
13.15   0.   		0.   		0.   	0.   		0.   		0.
13.25   0.   		0.   		0.   	0.   		0.   		0.
13.35   0.   		0.   		0.   	0.   		0.   		0.
13.45   0.   		0.   		0.   	0.   		0.   		0.
13.55   0.   		0.   		0.   	0.   		0.   		0.
13.65   0.   		0.   		0.   	0.   		0.   		0.
13.75   0.   		0.   		0.   	0.   		0.   		0.
13.85   0.   		0.   		0.   	0.   		0.   		0.
13.95   0.   		0.   		0.   	0.   		0.   		0.
14.05   0.   		0.   		0.   	0.   		0.   		0.
14.15   0.   		0.   		0.   	0.   		0.   		0.
14.25   0.   		0.   		0.   	0.   		0.   		0.
14.35   0.   		0.   		0.   	0.   		0.   		0.
14.45   0.   		0.   		0.   	0.   		0.   		0.
14.55   0.   		0.   		0.   	0.   		0.   		0.
14.65   0.   		0.   		0.   	0.   		0.   		0.
14.75   0.   		0.   		0.   	0.   		0.   		0.
14.85   0.   		0.   		0.   	0.   		0.   		0.
14.95   0.   		0.   		0.   	0.   		0.   		0.
15.05   0.   		0.   		0.   	0.   		0.   		0.
15.15   0.   		0.   		0.   	0.   		0.   		0.
15.25   0.   		0.   		0.   	0.   		0.   		0.
15.35   0.   		0.   		0.   	0.   		0.   		0.
15.45   0.   		0.   		0.   	0.   		0.   		0.
15.55   0.   		0.   		0.   	0.   		0.   		0.
15.65   0.   		0.   		0.   	0.   		0.   		0.
15.75   0.   		0.   		0.   	0.   		0.   		0.
15.85   0.   		0.   		0.   	0.   		0.   		0.
15.95   0.   		0.   		0.   	0.   		0.   		0.
16.05   0.   		0.   		0.   	0.   		0.   		0.
16.15   0.   		0.   		0.   	0.   		0.   		0.
16.25   0.   		0.   		0.   	0.   		0.   		0.
16.35   0.   		0.   		0.   	0.   		0.   		0.
16.45   0.   		0.   		0.   	0.   		0.   		0.
16.55   0.   		0.   		0.   	0.   		0.   		0.
16.65   0.   		0.   		0.   	0.   		0.   		0.
16.75   0.   		0.   		0.   	0.   		0.   		0.
16.85   0.   		0.   		0.   	0.   		0.   		0.
16.95   0.   		0.   		0.   	0.   		0.   		0.
17.05   0.   		0.   		0.   	0.   		0.   		0.
17.15   0.   		0.   		0.   	0.   		0.   		0.
17.25   0.   		0.   		0.   	0.   		0.   		0.
17.35   0.   		0.   		0.   	0.   		0.   		0.
17.45   0.   		0.   		0.   	0.   		0.   		0.
17.55   0.   		0.   		0.   	0.   		0.   		0.
17.65   0.   		0.   		0.   	0.   		0.   		0.
17.75   0.   		0.   		0.   	0.   		0.   		0.
17.85   0.   		0.   		0.   	0.   		0.   		0.
17.95   0.   		0.   		0.   	0.   		0.   		0.
18.05   0.   		0.   		0.   	0.   		0.   		0.
18.15   0.   		0.   		0.   	0.   		0.   		0.
18.25   0.   		0.   		0.   	0.   		0.   		0.
18.35   0.   		0.   		0.   	0.   		0.   		0.
18.45   0.   		0.   		0.   	0.   		0.   		0.
18.55   0.   		0.   		0.   	0.   		0.   		0.
18.65   0.   		0.   		0.   	0.   		0.   		0.
18.75   0.   		0.   		0.   	0.   		0.   		0.
18.85   0.   		0.   		0.   	0.   		0.   		0.
18.95   0.   		0.   		0.   	0.   		0.   		0.
19.05   0.   		0.   		0.   	0.   		0.   		0.
19.15   0.   		0.   		0.   	0.   		0.   		0.
19.25   0.   		0.   		0.   	0.   		0.   		0.
19.35   0.   		0.   		0.   	0.   		0.   		0.
19.45   0.   		0.   		0.   	0.   		0.   		0.
19.55   0.   		0.   		0.   	0.   		0.   		0.
19.65   0.   		0.   		0.   	0.   		0.   		0.
19.75   0.   		0.   		0.   	0.   		0.   		0.
19.85   0.   		0.   		0.   	0.   		0.   		0.
19.95   0.   		0.   		0.   	0.   		0.   		0.
20.05   0.   		0.   		0.   	0.   		0.   		0.
20.15   0.   		0.   		0.   	0.   		0.   		0.
20.25   0.   		0.   		0.   	0.   		0.   		0.
20.35   0.   		0.   		0.   	0.   		0.   		0.
20.45   0.   		0.   		0.   	0.   		0.   		0.
20.55   0.   		0.   		0.   	0.   		0.   		0.
20.65   0.   		0.   		0.   	0.   		0.   		0.
20.75   0.   		0.   		0.   	0.   		0.   		0.
20.85   0.   		0.   		0.   	0.   		0.   		0.
20.95   0.   		0.   		0.   	0.   		0.   		0.
21.05   0.   		0.   		0.   	0.   		0.   		0.
21.15   0.   		0.   		0.   	0.   		0.   		0.
21.25   0.   		0.   		0.   	0.   		0.   		0.
21.35   0.   		0.   		0.   	0.   		0.   		0.
21.45   0.   		0.   		0.   	0.   		0.   		0.
21.55   0.   		0.   		0.   	0.   		0.   		0.
21.65   0.   		0.   		0.   	0.   		0.   		0.
21.75   0.   		0.   		0.   	0.   		0.   		0.
21.85   0.   		0.   		0.   	0.   		0.   		0.
21.95   0.   		0.   		0.   	0.   		0.   		0.
22.05   0.   		0.   		0.   	0.   		0.   		0.
22.15   0.   		0.   		0.   	0.   		0.   		0.
22.25   0.   		0.   		0.   	0.   		0.   		0.
22.35   0.   		0.   		0.   	0.   		0.   		0.
22.45   0.   		0.   		0.   	0.   		0.   		0.
22.55   0.   		0.   		0.   	0.   		0.   		0.
22.65   0.   		0.   		0.   	0.   		0.   		0.
22.75   0.   		0.   		0.   	0.   		0.   		0.
22.85   0.   		0.   		0.   	0.   		0.   		0.
22.95   0.   		0.   		0.   	0.   		0.   		0.
23.05   0.   		0.   		0.   	0.   		0.   		0.
23.15   0.   		0.   		0.   	0.   		0.   		0.
23.25   0.   		0.   		0.   	0.   		0.   		0.
23.35   0.   		0.   		0.   	0.   		0.   		0.
23.45   0.   		0.   		0.   	0.   		0.   		0.
23.55   0.   		0.   		0.   	0.   		0.   		0.
23.65   0.   		0.   		0.   	0.   		0.   		0.
23.75   0.   		0.   		0.   	0.   		0.   		0.
23.85   0.   		0.   		0.   	0.   		0.   		0.
23.95   0.   		0.   		0.   	0.   		0.   		0.
24.05   0.   		0.   		0.   	0.   		0.   		0.
24.15   0.   		0.   		0.   	0.   		0.   		0.
24.25   0.   		0.   		0.   	0.   		0.   		0.
24.35   0.   		0.   		0.   	0.   		0.   		0.
24.45   0.   		0.   		0.   	0.   		0.   		0.
24.55   0.   		0.   		0.   	0.   		0.   		0.
24.65   0.   		0.   		0.   	0.   		0.   		0.
24.75   0.   		0.   		0.   	0.   		0.   		0.
24.85   0.   		0.   		0.   	0.   		0.   		0.
24.95   0.   		0.   		0.   	0.   		0.   		0.
25.   0.   0.   0.   0.   0.   0.
25.05   0.   		0.   		0.   	0.   		0.   		0.
25.15   0.   		0.   		0.   	0.   		0.   		0.
25.25   0.   		0.   		0.   	0.   		0.   		0.
25.35   0.   		0.   		0.   	0.   		0.   		0.
25.45   0.   		0.   		0.   	0.   		0.   		0.
25.55   0.   		0.   		0.   	0.   		0.   		0.
25.65   0.   		0.   		0.   	0.   		0.   		0.
25.75   0.   		0.   		0.   	0.   		0.   		0.
25.85   0.   		0.   		0.   	0.   		0.   		0.
25.95   0.   		0.   		0.   	0.   		0.   		0.
26.05   0.   		0.   		0.   	0.   		0.   		0.
26.15   0.   		0.   		0.   	0.   		0.   		0.
26.25   0.   		0.   		0.   	0.   		0.   		0.
26.35   0.   		0.   		0.   	0.   		0.   		0.
26.45   0.   		0.   		0.   	0.   		0.   		0.
26.55   0.   		0.   		0.   	0.   		0.   		0.
26.65   0.   		0.   		0.   	0.   		0.   		0.
26.75   0.   		0.   		0.   	0.   		0.   		0.
26.85   0.   		0.   		0.   	0.   		0.   		0.
26.95   0.   		0.   		0.   	0.   		0.   		0.
27.05   0.   		0.   		0.   	0.   		0.   		0.
27.15   0.   		0.   		0.   	0.   		0.   		0.
27.25   0.   		0.   		0.   	0.   		0.   		0.
27.35   0.   		0.   		0.   	0.   		0.   		0.
27.45   0.   		0.   		0.   	0.   		0.   		0.
27.55   0.   		0.   		0.   	0.   		0.   		0.
27.65   0.   		0.   		0.   	0.   		0.   		0.
27.75   0.   		0.   		0.   	0.   		0.   		0.
27.85   0.   		0.   		0.   	0.   		0.   		0.
27.95   0.   		0.   		0.   	0.   		0.   		0.
28.05   0.   		0.   		0.   	0.   		0.   		0.
28.15   0.   		0.   		0.   	0.   		0.   		0.
28.25   0.   		0.   		0.   	0.   		0.   		0.
28.35   0.   		0.   		0.   	0.   		0.   		0.
28.45   0.   		0.   		0.   	0.   		0.   		0.
28.55   0.   		0.   		0.   	0.   		0.   		0.
28.65   0.   		0.   		0.   	0.   		0.   		0.
28.75   0.   		0.   		0.   	0.   		0.   		0.
28.85   0.   		0.   		0.   	0.   		0.   		0.
28.95   0.   		0.   		0.   	0.   		0.   		0.
29.05   0.   		0.   		0.   	0.   		0.   		0.
29.15   0.   		0.   		0.   	0.   		0.   		0.
29.25   0.   		0.   		0.   	0.   		0.   		0.
29.35   0.   		0.   		0.   	0.   		0.   		0.
29.45   0.   		0.   		0.   	0.   		0.   		0.
29.55   0.   		0.   		0.   	0.   		0.   		0.
29.65   0.   		0.   		0.   	0.   		0.   		0.
29.75   0.   		0.   		0.   	0.   		0.   		0.
29.85   0.   		0.   		0.   	0.   		0.   		0.
29.95   0.   		0.   		0.   	0.   		0.   		0.
30.05   0.   		0.   		0.   	0.   		0.   		0.
30.15   0.   		0.   		0.   	0.   		0.   		0.
30.25   0.   		0.   		0.   	0.   		0.   		0.
30.35   0.   		0.   		0.   	0.   		0.   		0.
30.45   0.   		0.   		0.   	0.   		0.   		0.
30.55   0.   		0.   		0.   	0.   		0.   		0.
30.65   0.   		0.   		0.   	0.   		0.   		0.
30.75   0.   		0.   		0.   	0.   		0.   		0.
30.85   0.   		0.   		0.   	0.   		0.   		0.
30.95   0.   		0.   		0.   	0.   		0.   		0.
31.05   0.   		0.   		0.   	0.   		0.   		0.
31.15   0.   		0.   		0.   	0.   		0.   		0.
31.25   0.   		0.   		0.   	0.   		0.   		0.
31.35   0.   		0.   		0.   	0.   		0.   		0.
31.45   0.   		0.   		0.   	0.   		0.   		0.
31.55   0.   		0.   		0.   	0.   		0.   		0.
31.65   0.   		0.   		0.   	0.   		0.   		0.
31.75   0.   		0.   		0.   	0.   		0.   		0.
31.85   0.   		0.   		0.   	0.   		0.   		0.
31.95   0.   		0.   		0.   	0.   		0.   		0.
32.05   0.   		0.   		0.   	0.   		0.   		0.
32.15   0.   		0.   		0.   	0.   		0.   		0.
32.25   0.   		0.   		0.   	0.   		0.   		0.
32.35   0.   		0.   		0.   	0.   		0.   		0.
32.45   0.   		0.   		0.   	0.   		0.   		0.
32.55   0.   		0.   		0.   	0.   		0.   		0.
32.65   0.   		0.   		0.   	0.   		0.   		0.
32.75   0.   		0.   		0.   	0.   		0.   		0.
32.85   0.   		0.   		0.   	0.   		0.   		0.
32.95   0.   		0.   		0.   	0.   		0.   		0.
33.05   0.   		0.   		0.   	0.   		0.   		0.
33.15   0.   		0.   		0.   	0.   		0.   		0.
33.25   0.   		0.   		0.   	0.   		0.   		0.
33.35   0.   		0.   		0.   	0.   		0.   		0.
33.45   0.   		0.   		0.   	0.   		0.   		0.
33.55   0.   		0.   		0.   	0.   		0.   		0.
33.65   0.   		0.   		0.   	0.   		0.   		0.
33.75   0.   		0.   		0.   	0.   		0.   		0.
33.85   0.   		0.   		0.   	0.   		0.   		0.
33.95   0.   		0.   		0.   	0.   		0.   		0.
34.05   0.   		0.   		0.   	0.   		0.   		0.
34.15   0.   		0.   		0.   	0.   		0.   		0.
34.25   0.   		0.   		0.   	0.   		0.   		0.
34.35   0.   		0.   		0.   	0.   		0.   		0.
34.45   0.   		0.   		0.   	0.   		0.   		0.
34.55   0.   		0.   		0.   	0.   		0.   		0.
34.65   0.   		0.   		0.   	0.   		0.   		0.
34.75   0.   		0.   		0.   	0.   		0.   		0.
34.85   0.   		0.   		0.   	0.   		0.   		0.
34.95   0.   		0.   		0.   	0.   		0.   		0.
35.05   0.   		0.   		0.   	0.   		0.   		0.
35.15   0.   		0.   		0.   	0.   		0.   		0.
35.25   0.   		0.   		0.   	0.   		0.   		0.
35.35   0.   		0.   		0.   	0.   		0.   		0.
35.45   0.   		0.   		0.   	0.   		0.   		0.
35.55   0.   		0.   		0.   	0.   		0.   		0.
35.65   0.   		0.   		0.   	0.   		0.   		0.
35.75   0.   		0.   		0.   	0.   		0.   		0.
35.85   0.   		0.   		0.   	0.   		0.   		0.
35.95   0.   		0.   		0.   	0.   		0.   		0.
36.05   0.   		0.   		0.   	0.   		0.   		0.
36.15   0.   		0.   		0.   	0.   		0.   		0.
36.25   0.   		0.   		0.   	0.   		0.   		0.
36.35   0.   		0.   		0.   	0.   		0.   		0.
36.45   0.   		0.   		0.   	0.   		0.   		0.
36.55   0.   		0.   		0.   	0.   		0.   		0.
36.65   0.   		0.   		0.   	0.   		0.   		0.
36.75   0.   		0.   		0.   	0.   		0.   		0.
36.85   0.   		0.   		0.   	0.   		0.   		0.
36.95   0.   		0.   		0.   	0.   		0.   		0.
37.05   0.   		0.   		0.   	0.   		0.   		0.
37.15   0.   		0.   		0.   	0.   		0.   		0.
37.25   0.   		0.   		0.   	0.   		0.   		0.
37.35   0.   		0.   		0.   	0.   		0.   		0.
37.45   0.   		0.   		0.   	0.   		0.   		0.
